sentence1	sentence2	label
A man is cooking pies in the oven .	The oven has turkeys in it .	[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
A man is cooking pies in the oven .	The man cooking has oven mits on .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A woman with blond-hair and blue boots walks among a crowd of other pedestrians on a city street , looking up at something .	A woman is sitting in a cafe eating lunch .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman with blond-hair and blue boots walks among a crowd of other pedestrians on a city street , looking up at something .	A woman is walking outside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman with blond-hair and blue boots walks among a crowd of other pedestrians on a city street , looking up at something .	A woman is watching a plane fly overhead .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A golden-colored dog , with his eyes alert , holds a brightly colored tennis ball in his mouth .	The dog is fast	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
A golden-colored dog , with his eyes alert , holds a brightly colored tennis ball in his mouth .	The dog is light colored	[1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
A golden-colored dog , with his eyes alert , holds a brightly colored tennis ball in his mouth .	the Dog is black	[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
Two bikers a riding along a street in a marathon as the passersby clap for them .	A biker forgets to sign up for the race .	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
Two bikers a riding along a street in a marathon as the passersby clap for them .	People cheer on the bikers .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two bikers a riding along a street in a marathon as the passersby clap for them .	Two bikers compete in a marathon for a charity .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A baby crying about getting their diaper changed .	the baby is tired	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A baby crying about getting their diaper changed .	a baby cries while getting their diaper changed	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A baby crying about getting their diaper changed .	the baby is eating	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young girl in a cute hat and pink sweater pushes a toy lawn mower in front of a bicycle .	The girl has a black hat on .	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
A young girl in a cute hat and pink sweater pushes a toy lawn mower in front of a bicycle .	The girl has a hat on .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young girl in a cute hat and pink sweater pushes a toy lawn mower in front of a bicycle .	The girl just got the hat for her birthday .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
a man in a red shirt looking at a woman with red-hair	The person staring has no vision .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
a man in a red shirt looking at a woman with red-hair	A person is leering at another .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
a man in a red shirt looking at a woman with red-hair	A person is staring at a girl he think he recognizes .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman is tugging on a white sheet and laughing	The woman is changing the sheets on her bed .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A woman is tugging on a white sheet and laughing	The woman is trying on a new dress .	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A woman is tugging on a white sheet and laughing	The person is amused .	[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]
The young girl cools off by sliding on the water slide .	The girl is at a water park .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The young girl cools off by sliding on the water slide .	The girl goes down a water slide .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The young girl cools off by sliding on the water slide .	No one is sliding down a water slide .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Older Asian man , wearing orange robes in urban area .	The man is in a baseball uniform .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Older Asian man , wearing orange robes in urban area .	The man is in a city .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Older Asian man , wearing orange robes in urban area .	The old man is a monk .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
People shopping at the marketplace .	People are shopping .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
People shopping at the marketplace .	People are shopping for groceries .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
People shopping at the marketplace .	A woman is swimming in the ocean .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people are sitting in a station .	A couple of people are inside and not standing .	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two people are sitting in a station .	A married couple is waiting for a train .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people are sitting in a station .	A jazz trio is giving a performance in the White House .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two boys are swimming underwater in a pool and a girl is swimming in the background .	There are some kids in this picture	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two boys are swimming underwater in a pool and a girl is swimming in the background .	They are diving for coins on the bottom of the pool	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two boys are swimming underwater in a pool and a girl is swimming in the background .	They are playing in a sand box	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
these two ladies are reading a sign while shading themselves from the sun with their umbrellas .	Two ladies out in the daytime	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
these two ladies are reading a sign while shading themselves from the sun with their umbrellas .	Two women read a sign for directions	[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
these two ladies are reading a sign while shading themselves from the sun with their umbrellas .	Two women use umbrellas keep themselves dry from the rain	[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
Two Asian women wear sandals , long silk robes and hold umbrellas .	Women in Japan take shelter from the rain	[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1]
Two Asian women wear sandals , long silk robes and hold umbrellas .	two men bask in the sunlight	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two Asian women wear sandals , long silk robes and hold umbrellas .	Two women stand in the rain	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A woman , viewed through a window , sits at a restaurant table and puts down a red shopping bag .	A woman trying on a pair of black knee high stiletto boots .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman , viewed through a window , sits at a restaurant table and puts down a red shopping bag .	A woman having lunch after spending the day shopping .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman , viewed through a window , sits at a restaurant table and puts down a red shopping bag .	A woman in a restaurant .	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
There is not an image here .	There is only a single color displayed instead of an image .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
There is not an image here .	There is an image here .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
There is not an image here .	No image can be seen .	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A man is working on a computer while two people sit and talk in front .	A man works on a computer while two people sit and chat about business .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A man is working on a computer while two people sit and talk in front .	A bear is working on a computer while two people sit and gawk .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is working on a computer while two people sit and talk in front .	The two people sat and chatted for a bit while the IT guy removed the virus .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A bundled boy sleds down the slope .	A boy is sledding on his red sleigh	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A bundled boy sleds down the slope .	A boy is sledding	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A bundled boy sleds down the slope .	A boy is surfing	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men in uniforms are in soccer field behind a line waiting to play .	two men waiting to play soccer	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men in uniforms are in soccer field behind a line waiting to play .	two men waiting for the bus	[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]
Two men in uniforms are in soccer field behind a line waiting to play .	two men waiting to play soccer in May	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A woman playing with her cats while taking pictures .	A woman is playing with her dolls .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman playing with her cats while taking pictures .	A woman is spending time with her cats .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman playing with her cats while taking pictures .	A woman is encouraging two cats to interact with one another .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character , Dumbo .	The young woman is sleeping in bed .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character , Dumbo .	A female with clothes on is on a moving vehicle , waving her hands left to right in the air .	[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1]
A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character , Dumbo .	A young woman dressed as a princess is waving to the crowd in the Macy 's parade .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young woman holding a newborn in her arms while still wearing her hospital bracelet laying on a hospital bed .	A young woman is holding a gun .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young woman holding a newborn in her arms while still wearing her hospital bracelet laying on a hospital bed .	A young woman is happily holding a newborn .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young woman holding a newborn in her arms while still wearing her hospital bracelet laying on a hospital bed .	A young woman is holding a newborn .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three young men are watching a tennis match on a large screen outdoors .	Three young men watching a tennis match on a screen outdoors , because their brother is playing .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three young men are watching a tennis match on a large screen outdoors .	Young men watch a tennis match on a screen outdoors .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three young men are watching a tennis match on a large screen outdoors .	Three men enjoy a football game on a plasma indoors .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A large amount of persons flying kites in a park .	a lot of people are flying kites .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A large amount of persons flying kites in a park .	one person is flying his kite .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
A large amount of persons flying kites in a park .	a lot of kids are flying kites on easter .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A maroon car with many decals and signs topped with a gray bundle tied to the roof near the drivers door is a man leaning on the car .	The car is green .	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]
A maroon car with many decals and signs topped with a gray bundle tied to the roof near the drivers door is a man leaning on the car .	The bundle is black .	[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
A maroon car with many decals and signs topped with a gray bundle tied to the roof near the drivers door is a man leaning on the car .	The roof is high in the air .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is taking pictures hanging outside of a red rally car .	The man is alone in the bathroom .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is taking pictures hanging outside of a red rally car .	The man is a race car driver .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is taking pictures hanging outside of a red rally car .	The man is near the car .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a yellow outfit , fixing something on the corner of a house .	The man is breaking into the house .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a yellow outfit , fixing something on the corner of a house .	The man in the outfit is a repairman .	[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]
A man in a yellow outfit , fixing something on the corner of a house .	A man wearing a yellow outfit was repairing something on the corner of the house .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A happy little girl rides on the merry-go-round .	the girl was completely lost	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A happy little girl rides on the merry-go-round .	the girl rode the horse on the ride	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A happy little girl rides on the merry-go-round .	a little girl rides on the merry-go-round	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The woman in the blue skirt is sleeping on a cardboard box under a picture of Mary and baby Jesus .	A homeless woman sleeps under the protective gaze of the Blessed Mother .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
The woman in the blue skirt is sleeping on a cardboard box under a picture of Mary and baby Jesus .	A person sleeping on a cardboard box below a picture of religious icons .	[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1]
The woman in the blue skirt is sleeping on a cardboard box under a picture of Mary and baby Jesus .	A homeless man suffering from hypothermia in the ruins of a burned building .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
a man holding a bottle of wine with a box on his head	The man is singing in front of a live audience .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
a man holding a bottle of wine with a box on his head	The man is trying his best not to drop the bottle of wine .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
a man holding a bottle of wine with a box on his head	The man is hiding his face with the box on his head .	[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]
There are three colorful boats with a person sitting in the middle one .	There is a dance party on the boat .	[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0]
There are three colorful boats with a person sitting in the middle one .	This person is early for the boating race .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
There are three colorful boats with a person sitting in the middle one .	People like to go boating .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men with fake mustaches are dressed like archaeologist explorers .	Clean shaven youths are wearing formal prom attire .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men with fake mustaches are dressed like archaeologist explorers .	People are wearing disguises .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men with fake mustaches are dressed like archaeologist explorers .	Two actors dress to play a part in a neighborhood theater play .	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A blond woman is holding 2 golf balls while reaching down into a golf hole .	A blonde female is reaching into a golf hole while holding two golf balls .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A blond woman is holding 2 golf balls while reaching down into a golf hole .	The blonde woman is playing golf .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A blond woman is holding 2 golf balls while reaching down into a golf hole .	THe blond woman is sitting down .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two horse riders and three walkers are going down a dusty path .	Five people in the rain on a path	[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]
Two horse riders and three walkers are going down a dusty path .	Five people are seated	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two horse riders and three walkers are going down a dusty path .	Five people on a path	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of people dressed as a wizard , queen , and possibly a lobster smiling and looking at the camera .	people are dressed for halloween	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of people dressed as a wizard , queen , and possibly a lobster smiling and looking at the camera .	a man in a suit sits alone	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of people dressed as a wizard , queen , and possibly a lobster smiling and looking at the camera .	people are dressed in costume	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
In autumn , a man holding a box approaches a red truck in a parking lot .	The man is delivering the box to the old lady in the parking lot .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
In autumn , a man holding a box approaches a red truck in a parking lot .	The man is carrying the box to his car .	[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]
In autumn , a man holding a box approaches a red truck in a parking lot .	On a fall day , a man walks toward a truck holding a box .	[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two dogs shaking themselves dry on the sand .	Dogs swim in the ocean .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two dogs shaking themselves dry on the sand .	Two brown dogs shake themselves dry at the beach .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two dogs shaking themselves dry on the sand .	Two dogs shake off water to get dry .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The skier is doing a flip through some trees	The skier is winning a competition .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The skier is doing a flip through some trees	The man is water skiing .	[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
The skier is doing a flip through some trees	A skier is doing tricks .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man reading the paper at a cafe .	A man reading the paper while drinking cafe .	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A man reading the paper at a cafe .	A man playing ice hockey .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man reading the paper at a cafe .	A man starring at a piece of paper .	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A young indian boy sitting down thinking about his future .	A man teaches his daughter to ride a horse .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young indian boy sitting down thinking about his future .	A boy considers college .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young indian boy sitting down thinking about his future .	A boy thinks .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A police officer standing on a train .	A cop is standing on a train on his way to work . .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A police officer standing on a train .	A man is standing on the train .	[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
A police officer standing on a train .	A cop is handcuffing someone .	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
Snowboarder sails in the air .	A young snowboarder sips hot chocolate in the cabin .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Snowboarder sails in the air .	A snowboarder jumps through the air and does tricks .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Snowboarder sails in the air .	A snowboarder is out snowboarding .	[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A brown dog with a blue muzzle is running on green grass .	A mean dog is wearing a muzzle to keep it from attacking cats .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A brown dog with a blue muzzle is running on green grass .	A dog is wearing a green muzzle on blue grass .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A brown dog with a blue muzzle is running on green grass .	A brown dog is wearing a muzzle .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman closes her eyes as she plays her cello .	The woman is performing for an audience .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman closes her eyes as she plays her cello .	The woman has her eyes open .	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A woman closes her eyes as she plays her cello .	A woman is making music .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wearing black pants , a black shirt , and an orange hat is using a nail gun to attach tar paper to a roof .	The man is using his nail gun to attach paper tar to his roof .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wearing black pants , a black shirt , and an orange hat is using a nail gun to attach tar paper to a roof .	The man on a merry go round .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wearing black pants , a black shirt , and an orange hat is using a nail gun to attach tar paper to a roof .	The building he is on is colored blue .	[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]
A male construction worker hammers a nail .	A construction worker is eating a sandwich during his lunch break .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A male construction worker hammers a nail .	A construction worker drives the nail into the kitchen wall .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A male construction worker hammers a nail .	A construction worker drives into a nail .	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
Water polo swimmers competing for a loose ball .	A group of basketball players swimming together .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Water polo swimmers competing for a loose ball .	A group of water polo swimmers having a water polo match .	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Water polo swimmers competing for a loose ball .	A group of water polo swimmers swimming together in the pool .	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A dark-haired drummer is playing his set with enthusiasm .	The drummer is performing .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A dark-haired drummer is playing his set with enthusiasm .	The drummer is playing his set for an audience at an event .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A dark-haired drummer is playing his set with enthusiasm .	The drummer is playing poker .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A snowboarder leaps through the air against a dark background .	A man is wearing a a heavy snow coat .	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
A snowboarder leaps through the air against a dark background .	A man is eating icecream .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A snowboarder leaps through the air against a dark background .	a man is outside snowboarding down a hill .	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1]
A man in a business suit crosses the street .	A man is wearing a white robe around his house .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a business suit crosses the street .	A man is walking to a job interview .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young man dressed in black dress clothes lies down with his head resting in the lap of an older man in plain clothes .	An older and younger man are together .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young man dressed in black dress clothes lies down with his head resting in the lap of an older man in plain clothes .	Two men sit on a bench with their backs together .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young man dressed in black dress clothes lies down with his head resting in the lap of an older man in plain clothes .	One man is dressed up for a night out while the other is not .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
An Asian woman preparing vegetables for the market .	A woman preparing vegetables .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An Asian woman preparing vegetables for the market .	A woman preparing vegetables for stir-fry .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An Asian woman preparing vegetables for the market .	A woman at home .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people look at two red motorcycles in a place where there are religious murals on the wall .	The two people are looking at motorcycles .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people look at two red motorcycles in a place where there are religious murals on the wall .	The two people are looking at cars .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people look at two red motorcycles in a place where there are religious murals on the wall .	The two people looking at motorcycles are planning to buy one .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A team in yellow , red , and blue jerseys sit next to a road and watch a tiger mascot .	Students watch their school 's mascot .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0]
A team in yellow , red , and blue jerseys sit next to a road and watch a tiger mascot .	The tiger mascot is all alone .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A team in yellow , red , and blue jerseys sit next to a road and watch a tiger mascot .	People watch a tiger mascot .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
the front side of a food vendor in a park .	A food vendor is in the park .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
the front side of a food vendor in a park .	The park is empty .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
the front side of a food vendor in a park .	The vendor is selling hot dogs .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman wearing a scarf , hat , and coat , holding a shopping bag is looking at her phone while standing in front of a store .	The woman is inside the store browsing .	[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
A woman wearing a scarf , hat , and coat , holding a shopping bag is looking at her phone while standing in front of a store .	A woman wearing a scarf , hat , and coat , holding a shopping bag is outside of the store .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman wearing a scarf , hat , and coat , holding a shopping bag is looking at her phone while standing in front of a store .	The woman is texting her boyfriend .	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1]
The man is doing stunts with his bicycle .	The crowd is astonished .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The man is doing stunts with his bicycle .	The man is skating backwards for the crowd .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The man is doing stunts with his bicycle .	The man is showing off .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl in a flower dress is running on sand .	The girl is wearing a green striped dress .	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A girl in a flower dress is running on sand .	The girl is racing her sister .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl in a flower dress is running on sand .	The girl is running .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A soccer player wearing white shorts and an orange and green shirt holds the ball while being guarded by another soccer player in a blue uniform .	A football player throws a touchdown pass .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A soccer player wearing white shorts and an orange and green shirt holds the ball while being guarded by another soccer player in a blue uniform .	A soccer player holds the soccer ball .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A soccer player wearing white shorts and an orange and green shirt holds the ball while being guarded by another soccer player in a blue uniform .	A professional soccer player holds the soccer ball .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in black reading a book for a group of people .	The man is reading for children .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in black reading a book for a group of people .	The man is talking to himself in the mirror .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in black reading a book for a group of people .	The man is reading .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Male volleyball players in red attempt to score on the other team , lighter red .	Volleyball players in red are beating the other team .	[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]
Male volleyball players in red attempt to score on the other team , lighter red .	Guys are playing volleyball .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Male volleyball players in red attempt to score on the other team , lighter red .	Women are rollerblading .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
There is a woman throwing daggers at a target , which is a carrot .	A person is throwing things .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
There is a woman throwing daggers at a target , which is a carrot .	A woman with athletic ability is targeting carrots with blades .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
There is a woman throwing daggers at a target , which is a carrot .	A woman is skiing .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
