sentence1	sentence2	label
man wearing red shirt and blue jeans standing by car.	A man is driving a car.	0
A girl on a horse wearing a helmet and an orange vest.	A female has just finished taking a horse for a run.	1
A man with ice-climbing gear climbs on a sheet of ice.	The man is prepared for ice climbing.	0
Golf practice, by a single man, on a sunny day.	The man is snorkeling.	0
A woman in a blue dress is leaning on a wall with graffiti painted on it.	The woman is outside	1
A man in a black shirt eating delicious food.	A man wearing black eats a delicious meal.	0
A man wearing a hat is walking and carrying a pole with a hook on the end in one hand and a large aluminum can in the other.	He is picking up garbage.	1
Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A tall person drying clothes	1
A kid jumping over a ditch in the forest.	A kid is running outside.	1
Person in pointed hat and face covered with green scarf poling boatload of stuff through water	Person is in boat	1
A swimmer's hand is taken as he gets out of the water.	The swimmer is female.	1
A young boy wearing crocs tries to hit yellow golf balls into a large lawn overlooking a town.	The kid was hitting balls near town.	1
a little girl sitting in a seat.	She is sitting nicely.	1
A man is kicking a light pole while his friend crouches underneath him.	There are two friends	1
A surfer in blue surfs a wave.	He is a very good surfer	0
The racing greyhounds have broken from the starting gate.	The greyhounds are in the middle of a race.	1
Customers are ordering food at a cafe.	There are customers eating at a cafe.	1
A man wearing glasses is vacuuming an architects model.	There is a man vacuumming the carpet near the model	1
A group of men haul black trash bags across the beach, nearby a pickup truck and a bulldozer.	A group of men are in a forest.	0
Two women are looking at bread in packages on a table.	A pair of females are looking at food.	1
A crowded community marketplace where many people are buying and selling products.	People are at the local farmer's market buying eggs and selling carrots.	0
A trio of women talks while at a party.	The women are at a birthday party.	0
Sports team on a field wearing yellow jerseys with a goal net to the right.	sports team are preparing to wear yellow jerseys	1
Two women sit in a tree to get a better view of the musicians on stage.	The women are listening to a sermon.	0
A woman in a blue and white outfit is covering her mouth.	A woman is doing pushups in her backyard.	0
Woman in a brightly colored dress standing in the rain holding a purse, a stuffed animal and a plaid umbrella.	The woman is wearing rainboots.	1
A girl in a black and blue wetsuit is surfing.	A girl is eating a hamburger.	0
A hand holding a cellphone taking a picture of a man with glasses.	The person taking the picture asked the man to pose	0
A man stands in front of a street vending booth with his hands crossed awkwardly in front of him while two yellow taxis are seen in the background of the cityscape.	A man is waiting for a taxi that never shows up.	0
The fisherman stands in water while looking at something small in his hands.	A man is standing holding a fish in his hands.	0
A man spraying water onto a former piece of architecture that is being taken down by a piece of machinery.	A man washes off a chunk of building as it is disassembled.	1
A small dog running on a beach.	A St. Bernard is flying near the ocean.	0
A woman in a purple sweater stands with her arms folded beside several pieces of luggage while two other women stand beside her, looking in her direction.	A woman is all alone at the airport, and she can't find anyone else.	0
Three children play with a giant sphere on a playground while an adult sits on a bench reading the newspaper.	A group of children are playing while their teacher watches them.	0
a crowd gathers around a lady with an acoustic guitar who is performing	A crowd gathers happily around a lady.	0
Two men in suits, one sitting and one standing, are having a discussion as they wait for public transportation.	Two men in suits, on sitting and on standing are having a discussion as they wait for public transporation	0
A young woman is laying in the grass with her eyes closed.	The woman is under the age of 50 years old.	1
A man wearing a gray shirt is tuning his guitar.	A man is tuning an instrument.	0
A man in a strange uniform taking a photo of an old-fashioned red sports car.	A man in a strange uniform taking a photo of an old-fashioned red sports car and a model t.	1
Three men are standing with a dog on a rock overlooking a mountainous scene.	The men and the dog are on a mountin hike.	1
A man with a red flag with a bull.	A matador	1
A boy is jumping off a playground slide as his friends watch.	A boy is showing his friends how well he can jump off the slide at the playground.	0
Two motorcyclists are standing on the side of the road and one is wearing a skull mask.	Two motorcyclists drive by at alarming speeds.	1
A man with glasses, a gray button-up shirt and black pants is standing next to a stage used for presentations and is using a power tool to grind an object next to a sawhorse, emitting many sparks downward.	The man is making a demonstration.	1
A man is in shallow water with a horse at the beach while a nude boy crawls nearby.	Two males are on a beach with an equine.	1
A brown dog in two black collars running through a grassy field.	A down wearing 2 collars is running through a grassy field chasing a ball.	1
A girl climbs an inflatable wall over water.	A girl is swimming in the water.	0
Two people are setting up a photo shoot of a mobile in a white room.	The people are photographers.	1
A young man is holding a small boy who is wearing a backpack in front of a derelict building in a poor country.	A man is wearing a backpack	1
A young boy plays with the contents of a pantry and a cash register, pretending he runs a grocery store.	A boy is playing with food.	1
Several African women sit in front of a hut.	African ladies in front of their home.	0
A man in a white shirt is standing in the grass showing something to a woman in a white shirt.	Two people are standing in the grass	0
Three girls in blue and red plaid dresses dance for spectators on a hill.	A small group is dancing for an audience.	0
Men are playing rugby while covered in mud.	The men are perfectly free of mud.	0
A boy is riding a dolly passed two 1950s cars.	A kid is using a dolly as transportation.	0
A woman walking down the street in the rain.	A woman is walking in the rain.	0
A man is standing in front of a temple while wearing a red hat and red shirt.	The man is in a church.	1
A girl wearing large frame plastic glasses and a white headband peeks over the top of a hardcover copy of "Little People Who Became Great" by Laura A. Large.	The book she's reading has a funny title and an even funnier author's name.	1
Two brown dogs running in grass with fence and trees in the background.	Two dogs are chasing a ball in the grass.	0
In a chain link enclosed skate park a skater goes over one of the obstacles.Wit.	The park is outside.	1
Skylights in a art gallery illuminate large pieces of art while a young adult sits on the floor before one seeming to sketch in a pad.	The pieces of art are large.	1
Side view of a mountaineer walking into strong headwinds.	A man outside.	0
A woman dressed in a blue long-sleeved shirt and wearing a hairnet.	The woman is wearing jeans.	1
A peloton is riding bikes through cobblestone.	People are being athletic.	1
Two police officers in yellow reflective jackets are standing in a shopping zone having a conversation.	Two police officers in yellow reflective jackets are standing in an ozone	1
2 girls washing a floor covered in soap.	The floor is dry.	0
Two men- one wearing a blue cap, two-toned blue shirt, and gray trousers, the other hatless and in dark-colored shorts- stand in a green cherry-picker amid utility wires and leafy tree-tops.	A man is wearing a blue cap.	0
A man wearing a red shirt is reaching out for his hat that fell while he is walking a tightrope.	The man is performing a circus act.	1
A blond woman with her hair up is taking off a white sweatshirt.	A woman is getting undressed.	0
A girl jumps in the air in the middle of a city park.	A girl plays with a jumprope.	1
A boy in the woods.	There is a boy headed to the woods.	1
Women riding a moped and a motorized bike.	Women riding mopeds.	1
a young boy in jeans and a blue shirt is wearing a blue helmet.	A young boy is wearing a red shirt and a green helmet.	0
A man is singing and the girl is playing an instrument.	A woman is writing a book.	0
Two men, one in mid flip, perform karate in front of a table of judges.	Three men compete in a karate competition.	0
A man in jeans is walking.	A person is taking a nap in pajamas.	0
A man in a red shirt and a blue hat is sitting on a sidewalk and touching drinking glasses.	two women sit in a cafe	0
Two women in bathing suits are together in a two-seat kayak in water with trees in the background.	Two women who can't manage to see eye-to-eye try working together to win an event before their company retreat ends.	1
A man in a black shirt stares at a swordsman	A man is wielding a sword.	1
A male baseball player for the baseball team The Indians prepares to catch a ball.	The Indians are planning to get out of baseball and into theater if this man fails to catch the ball.	1
Lots of people in a farmers market shopping for fruits and vegetables.	Some women are hoping to buy fresh produce at the famers market.	1
Little boy holding a baby alligator.	The kid holding a baby .	1
A man wearing a train conductor's uniform standing inside an old train or trolley car.	A man throws a beach ball to his girlfriend.	0
Two people cooking on a sunny day for others.	the people are swimming	0
Two young children are sitting atop an elephant that is eating greens and standing in front a platform with man dressed in a white shirt standing off to the side.	People are above an animal.	1
A man in a bear suit, holding the head of the costume in his hand, stands at the back of a crowd.	man performs for kids	1
A woman in black pants crosses a busy sidewalk in front of a gentlemen's club.	A woman in black pants is in a metropolitan area.	1
A girl hanging upside-down with a house in the background.	A girl walking through a field.	0
A mechanic for a race car team is working on the wheels of a race car.	A car is part of a race.	1
A man looking for something possibly left by the horse.	boy plays basketball	0
Young boy with long blond-hair running with a large bouncy ball and had two people playing piggyback chasing him.	The boy is playing a game with the other two people.	1
The three chefs and two waitresses are hanging out on the balcony.	Five people are on the balcony.	0
Two Asian women in white shirts and black shorts standing about, one of them holding a plastic bag.	Two Asian women in matching outfits walk toward the plane.	1
Ther are two young ladies sitting on crates with big smiles.	Two smiling older women sit on crates.	1
A wet man reaches for his tools.	A man is wet.	1
A small blond girl is carrying equipment to play croquet.	The girl is meeting with her team.	0
Drummers march down the street past onlookers.	Drummers are throwing confetti.	0
A man is sitting outside next to fruit.	A man sits next to a fruit.	1
Older gentlemen is playing guitar while wearing vans shoes.	The old man playing guitar wearing Vans probably also owns a pair of Chuck's.	0
A woman in a green shirt swinging, with only one shoe on.	A woman in a park.	0
A band of young musicians are playing an intimate concert to a small crowd in an outdoor courtyard.	the band is paid	1
A young man in a blue polo shirt and jeans cleans the floor.	A janitor cleans the floor.	0
Two white dogs are running along side one another in snowy grass.	Two dogs are on a walk in the snow.	1
There is a little girl with brown curly hair who is in a bathing suit staring at the water.	A little girl jumps in the water.	1
A woman is standing next to a road where the cars on the road are blurry.	A girl is outside near a busy street.	0
Two men heavily immersed in a conversation worth having.	The men are at work.	1
Three young adults building a large sand castle at the beach.	The adults are by the beach.	1
Two people walking along the shore at sunset.	5 people are running along the ocean.	0
a young person playing in the snow with two black dogs.	The little girl enjoys dogs.	1
A woman is walking on the street in front of a yellow car with the driver's side window open.	A women waiting for a cab.	1
A man crouches in front of a sculpture while holding a blowtorch and a paintbrush.	A man is painting a landscape.	1
There are people standing and setting beside white tents with sad and worried faces as they look around at boards and trash scattered around the area.	People are standing and setting up tents.	0
A man shows a woman how to use a saw to cut a board.	The woman carpenter instructs a whole class.	0
A man is playing the drums.	The man has no limbs.	0
Man wrapped in flag stands in city intersection, lit billboards in background.	A woman wearing a flag is standing in an intersection protesting.	1
A boy wearing headphones sits on a woman's shoulders.	The boy on the lady's shoulders has headphones on.	0
Singers entertaining the crowd.	Singers entertain a few people	1
Two dogs, the white one standing on a Frisbee, playing together on grass.	two dogs are fighting two cats	0
Woman wearing a white donkey costume while talking to a man.	A woman is dancing near a fire.	0
A person with a helmet and googles on is riding a motorcycle in the dirt.	Someone rides their motorcycle through the mud.	1
The girl in the pink top is riding a skateboard along a white wall.	The girl is skateboarding outside.	1
Three children are in the process of jumping into a pool in what appears to be a suburban backyard.	The pool has water in it.	1
Two young men and a woman play guitars and a drum in a dimly-lit room.	People are playing music.	0
A girl wearing a yellow shirt playing with a busted pinata.	There is candy around.	0
Little leaguer getting ready for pitch	The little leaguer threw a strike.	0
A little girl on a bouncey playground animal sits while a woman takes her picture.	A girl poses for a picture.	0
A man in a hat and an apron works on a bicycle.	A bicycle needs repair.	0
A man standing in the middle of traffic cones in front of a Volvo dealership.	A woman standing in the middle of traffic cones in front of a Honda dealership.	0
A woman in a striped shirt jumps up in the air and extends her arms while leading a group of children and adults along a dirt trail.	The woman was trying to help out the group of children	1
A blond-haired boy, wearing blue patterned shorts, running through the water, as a wave recedes.	Someone was playing in the ocean.	1
Only the letters "AND" are clearly visible as the little boy in the red shirt leans out the window below.	the boy is in class sleeping	0
A female basketball player in a white uniform is shooting a free throw.	There is a female player in the ground.	1
A small boy is holding a basketball in position to throw it into a hoop on a game.	A small boy is sizing up a free throw attempt	0
A man holding the collar of a young rottweiler.	A man returns a dog collar to it's rightful owner.	0
Two men running down the road while a fire burns.	Two men ran to the fire and put it out.	1
A crowd of people at a market near a highway.	There are 2 people in the marker	1
Two women waiting at a train stop.	Two married women are waiting for a train to get home.	1
Young girl playing softball with white house in background	The girl is throwing the softball towards the white house.	0
A child squats behind a wagon with two pumpkins in it.	A child not sitting	1
Three cyclists are stopped along side the road to replace a tire on a bicycle.	Cyclists stopping on the side of the road, working on their bikes.	0
A woman wearing a black athletic uniform has the number 1102 on her and she is running.	a woman runs in a race	1
A snowboarder performs a flip with a snow-covered mountain vista in the background.	Shrek sings Funky Town in front of a mountain vista.	0
Two males and a female walking down a country road.	runners jogging through a country road	0
Violin soloists take the stage during the orchestra's opening show at the theater.	People are playing a violin solo for a crowd.	1
A picture of an artwork that depicts a man being flown by birds that is in font of a construction area.	An artist has painted a picture of a man being flown high in the sky by a flock of birds.	1
Two men in orange vests and hard hats are at a parking garage in the UK standing by a post.	Two men in construction gear stand in a UK parking garage.	0
Three adults and one child are waiting outside of a building, perhaps a school.	Four people are waiting for the school to open.	1
A couple of industrial construction workers appear to be trying to place something on a crane.	workers are sitting around on a break	0
Five people gather in a balcony at night, some with food and drinks.	Some people are eating.	0
A child goes skiing.	A child is on a hill in the winter.	1
A man wearing a blue ball cap is walking past the Eden Farm store at night.	A man wearing a ball cap is going into Eden Farm store.	1
villager being captured on film for a documentary.	A villager is being filmed.	0
People wait to board a white train with green trim as others get off.	The crowd are at their tourist destination.	0
A little boy is running down the aisle clutching a book.	Billy was running with his book clutched next to him.	0
Many people are on a party.	There's many people at a birthday party.	0
multicolored statue on a multicolored bike.	There is a vehicle in the outdoor.	1
A clown with a red nose and theatrical makeup is wearing a colorful striped shirt and squirting water out of his eye.	The clown is entertaining children.	0
A snowboarder flies off of a jump which is next to a big red atomic sign.	He is outside.	1
A man in green and blue stands next to a line and counts on his fingers while he addresses someone.	A man in green jumps	1
A man sitting outdoors ironing fabric while three people observe	Three people get ready to attack the king of irons.	0
A large gray dog is jumping over a white hurdle.	A cat is jumping over a white hurdle.	0
A brown-haired lady carries a reusable bag and holds a coffee in one hand and a cookie in the other.	A brunnete woman is eating.	1
A young woman in a brown leather jacket is about to look into a large telescope.	a child is about to look a the stars	1
A man working on a ticket machine as two women stand near.	A man is giving out tickets.	1
many people gather at the art museum.	Some people gathered.	1
There are two shadowy men standing along side a stream that runs through a paved courtyard in front of some stairs.	Two men were in the courtyard of the White House.	1
Street performer standing outside of a clothing store.	A street performer attracts the attention of tourists	0
A blue heron, wings, outstreached, prepares for landing.	The wind is gently blowing the bird's feathers as it flies.	1
a dog chases a bird in the water.	A dog jumped into the water to chase a bird.	1
a boy runs through the grass.	A child runs on grass.	0
A man sitting at a table using a notebook computer.	The man is standing.	0
An elderly firefighter in an orange suit is holding a fire hose with water coming out.	A firefighter in an orange suit is trying to put out a fire with the fire hose he is holding.	1
A balding man in a black Enrolling Stones T-shirt reads a book.	He is wearing a business suit.	0
A scene with an old auditorium in the background an orchestra in front playing music and people wearing hard hats in the forefront.	An orchestra is playing music.	0
Boy throwing something into the ocean.	A boy sitting in a car seat.	0
A child stands ready with a baseball mitt.	A child preparing to play catch with his friend.	0
Three men, dressed in casual attire, are jumping in the air above a flat artificial surface.	Three men are celebrating by jumping in the air.	0
Track runners wave to spectators during a race.	Track runners giving the crowd the finger as they pass by.	0
A man stands with his arms out inside a large green piece of equipment.	He is touching something.	1
A bicycle with a basket is on a sidewalk.	A red bicycle with a basket is crossing my sidewalk.	0
A woman signs a petition.	A woman is taking action	0
Elderly woman in blue apron balances a basket on her head on a sidewalk while talking to a woman dressed in black.	The elderly woman is knitting a scarf for the woman she is talking to.	1
people shopping in a fruit market.	People looking for the best watermelons at a market.	0
Shirtless man with long pole navigates covered boat down a palm tree lined river past a hut.	A man without a shirt is fishing.	1
A man who is wearing glasses and a lab coat is smiling.	An impatient doctor is unhappy that his patient is late.	0
Two wrestlers on a large blue mat with an inner white circle put on an exhibition match to a crowd of onlookers in the middle of Times Square.	Two guys wrestling on public for a television show.	0
A cheerful boy rides a makeshift sled down a snowy hill.	A boy is enjoying himself while thinking about sliding down a snow hill	1
Theses people is taking a picture of a pink pig lying on the ground.	A group spotted a pig nearby.	1
A 5 dog race where all the dogs have mussels.	A pack of animals all in a race have clams.	1
A little boy in black slides headfirst down a tan tube with his mouth open wide.	The little boy plays on the slide at the park.	0
A man is operating a recording booth at a studio.	A man is taking pictures.	0
A woman stands outside near a dress shop.	A person is outside a shop.	0
Woman standing in a parking lot by vehicles.	A woman screams at herself for sounding like a man.	0
A woman in a wedding dress getting out of a white car.	The woman has just gotten married.	0
A woman wearing a red shirt and sunglasses speaks to a man in a turquoise shirt and sunglasses while standing behind a bearded man wearing a burgundy shirt and khaki pants.	A group of people are standing around, talking.	1
Two men are riding on horses through the street.	Two men are riding horses because they're exercising the horses.	0
Three women are looking at purses.	Three people are looking at something.	0
A young man is playing in the fountain.	A male is splashing water at other people.	0
A man in a yellow tie and shirt is making the "hook'em horns" sign.	A man is using his hands to express information.	1
Black and brown dog with red harness in high grass.	A dog in a field of wheat.	1
A woman is running at a competitive race, holding a bottle of water.	The woman holds a bottle of water during the race.	0
Woman connected to a bungee harness in the air.	An elderly woman is bungee jumping at Six Flags Over Texas.	1
A brown and white dog with big brown eyes with a dishtowel in his mouth on a hardwood floor.	a dog trying to eat a towel	0
A girl cringes when drops of water come her way.	The girl is covered in sand from the sandbox.	0
two people in a rowboat in a river.	Two children in the bathtub play with a plastic rowboat.	1
An Asian fruit and vegetable vendor's selection of bananas, oranges, melons and more in his small boat.	person sells fruit they grew	1
A man and women sitting on a tree smiling with jackets on.	Man and woman with jackets on, sitting on a tree with smile	0
Two men, one of which is wearing a red shirt and a white, skirt-like thing over his black pants.	Two guys are sleeping in bed.	1
A lone man standing a rock shore looking downward at a inland body of water with a blue ocean or other large body of water behind him extending into the horizon of a blue sky.	The guy who is shown is skipping stones.	1
A member of a Bergwacht team leads a sled laden with orange material while on skis as his colleague stands in the foreground.	A man is on skis.	1
A group of people are in a special formation on a soccer field.	The people are outside.	1
A white dog is in the water.	The dog is getting wet	0
A large group of people stand outside on a road while people on a higher level look on at them.	One group of people look at another from behind a wall.	1
A boy in a red shirt is fishing with three of his friend on a bridge.	a boy fishes with his friend on a bridge	0
A mad sitting down drilling a hole into a glass bottle.	A man is trying to cut a wooden box.	0
Two men in orange vests and hard hats are standing at the base of an unfinished building and are working on lifting something.	Two construction workers working on a building project.	1
A clown with a yellow wig and shirt and multicolored suspenders holds an orange balloon in both hands while a child in a black hat looks on.	A clown is holding an orange balloon in the shape of a dog.	1
a young girl wearing a gray snowsuit skiing on a snowy mountain.	Nobody is skiing	0
An automobile is submerged in water, almost to the door handles.	The automobile is floating.	1
A man in a gray t-shirt standing in front of a snow-covered mountain.	A man is standing in the snow.	0
A man stands behind some merchandise in an area with lots of candles.	A man is looking at the ocean while on the beach	0
A woman in a red coat is taking a walk outside with a small umbrella.	This woman just jumped off of The Empire State building using the umbrellas as a parachute.	0
A young Jewish boy sits in a chair at a party.	A girl chases a cat.	0
A child is dipping her foot in a small plastic pool.	A child is playing in a plastic pool.	1
A woman wearing a scarf is holding a gift wrapped in blue character themed wrapping paper.	A woman is holding a gift.	0
A man and girl float on the water in an innertube.	The man and his daughter are relaxing in an innertube.	1
Five people are on their yard with two of them climbing a ladder to a tree in the background.	Two people are climbing a tree behind three other people.	1
Men wearing black and white striped shirts and red scarves carry a shrine on their shoulders.	Men are carrying a large shrine on their shoulders.	0
Some people are standing in a room around a circular reception desk.	A bunch of visiting businesspeople are waiting for their ID tags so they can get into a meeting.	1
A father and daughter holding a young tree upright, ready to be planted, as the son stands to their side wielding a shovel.	a family plant a tree	0
People in renaissance attire two of them wearing teal colored clothing are playing instruments a harp and a flute.	People in renaissance attire are not playing instruments a harp and a flute	1
An apparently homeless black man with mismatched shoes, two pairs of pants, and a heavy jacket tries to warm his hands while sitting on a door step.	A man is outside of a church waiting for his friend.	1
A night photo of a person making a fireball.	A night photo of a man making a fireball.	1
Three men in black jackets and white helmets hold onto a silver handrail next to a busy street.	Three men are playing soccer indoors.	0
An Indian man is scratching the back of his head while thinking.	An Indian guru ponders a question.	0
A rally car bears down on the camera while kicking up a plume of dust.	A car at a race.	1
A man in a suit walks through a train station.	the people were on concrete	1
a guy sitting on his truck reading a post on his social network.	A man is on Instagram.	0
A band playing for a small crowd.	The dogs are running in the street.	0
A blond toddler is standing and waving on the playground.	A child is in his bed.	0
There are shadows of two people sitting in front of a lighted sculpture.	there people are in a studio	1
A man wearing a white cap and white sweatshirt working on a roof.	A man in black is breaking into a house through a skylight.	0
An Asian person kicking into the air on a road.	The person is outside.	0
A picture of a crowd of people and hanging teddy bears at a stand.	The crowd of people are at a stand	0
Three people in sunglasses are sitting down and eating or drinking.	A group of people are eating a drinking.	1
Three construction workers are standing on a boat while one of the men points at something.	Three coworkers are on their lunch break on a boat, and one of them sees the Lock Ness monster.	0
A rugby player wearing white short and shirt being tackled by another player wearing blue shorts and trunks; a teammate of he player being tackled is coming up behind the tackled player.	A rugby player wearing white short and shirt being tackled by another player wearing blue shorts and tree trunks	1
Biker loses control of bike in midair.	There was a lack of control by the biker.	0
People in costumes warming up in front of a fire.	The people are getting ready for halloween.	0
A surfer is riding on a breaking wave.	The surfer is in the ocean.	0
Two men stand in a lift as four others, all dressed in black and bright yellow stripes, look up on them.	Six men are dressed in black and yellow, two of which are lifting.	1
A very young boy is looking at a toy tool set.	A boy is playing with his toys.	0
It's a snow day so the mother takes her little boy who is in yellow out to make a snowman, and the dog loves to roll in the snow.	A mom and son build a snowman.	0
A dog on a leash defecating on grass	A dog is doing its business outside in front of its owner.	0
A man wearing a hat is holding his arm strait out and looking at his hand while standing in front of the edge of the ocean on a beach.	Nobody is wearing a hat	0
a skateboarder ollies off a ramp.	A skateboarder is doing a skateboard trick.	0
A young girl rides horseback.	The jockey rides the racehorse.	1
The pitcher skillfully threw the ball towards the batter from the mound.	The batter misses the ball.	0
older men talking and standing around.	The men are walking to their cars in silence.	0
A man in a tank top holds a metal bar against a wall.	The man is wearing a shirt.	1
Men play basketball at a concrete complex.	Men are playing basketball.	0
A man has wrecked his racing bike in the dirt with five spectators behind a rope.	A man has met in an accident.	1
A waitress is performing in a restaurant with her arms spread out and a top hat in her left hand.	A waitress in a blue uniform is performing in a restaurant.	0
A man wearing a reflective safety jacket is looking under a brightly colored red, white and blue couch seat while writing on a pad of paper.	The man takes notes while looking under a couch.	1
A child in a red snowsuit stands next to a snow pile.	A child wearing red stands next to a pile of snow.	0
Man is demonstrating to a student.	Man showing student how to paint	1
Two tan dogs share a blue ball while standing on a beach.	The dogs are playing.	0
A group of people at church singing.	Some people singing.	0
The men are checking out magazines in a newsstand.	People are at an outdoor newsstand.	1
A young man poses with a stick and looks at the camera.	A young man is standing.	0
A dog carries a leash in its mouth.	The dog has a ball in his mouth.	0
An older woman adding spices to food she is preparing.	The woman is preparing food.	0
Men wearing bright yellow jackets push green bins as other people walk past.	Trash men clean up while pushing the bins.	1
Street vendors are selling fruits and vegetables in a stand and in large baskets on the ground.	Street vendors selling fruits and vegetables	0
A man with brown dreadlocks who is wearing a dark blue, flowing tunic, plays electric guitar in front of a bald man in a yellow shirt who is playing drums.	a guy plays drums and wearing a tunic	1
A man wearing headphones is standing in front of a poster.	The man is wearing earmuffs.	1
A young female jogging on the sidewalk with a man riding on a bike behind her.	A make and female are on the sidewalk.	0
A BMW rider takes a large jump off a wall.	The rider is in a car.	1
A man leans against a table.	Nobody is leaning	0
Boy with yellow toy in hand, jumps on a toy on green grass.	The boy is watching television.	0
A man in a business suit crosses the street.	A guy is outside walking.	1
A man in a military uniform is walking away from a line of military vehicles.	A military man is jogging near by the military vehicle	1
A yellow lab trotting through grass and fallen leaves.	grass and leaves in a park	1
A man and woman are standing outside a store.	People standing in front of a store.	0
Two men leap into the air.	Men are jumping in celebration.	0
A man in a red raincoat is looking to the opposite site of the camera.	A man in a red raincoat is in front of a camera	1
Restaurant workers smile as they take a break, gathered around a huge copper bowl in the kitchen.	Workers are on break, looking in the bowl for lunch.	0
A man in black stands side by side with a white dog.	A woman wearing white stands next to a black dog.	0
A woman sitting on the floor eating.	A woman sitting on the floor eating a plateful of spaghetti.	0
A black dog follows a group of sheep walking in a field of grass.	The dog is herding the sheep.	0
The fireman is carrying a flashlight in his left hand and a pic in his right hand while focusing on something.	A man focuses.	0
There are six people planting something in the ground.	A group of people are gardening.	0
A girl wearing blue pants and a shirt with a hood is seen flying up above nearly two feet from the ground holding a glass which she has removed from the dishwasher.	A little girl is flying outside with a beer mug.	0
A group of people is waiting in the rain.	An empty street with the sun beaming in the background.	0
This old lady is rowing her crops to the city market.	An old farmer lady is bringing her latest crop to the farmer market.	0
A bunch of people are watching a man with his left arm wrapped around the legs of his downed, struggling wrestling opponent on a blue mat.	The two people are wrestling in front of an empty crowd.	1
A boy wearing a red cloth as a headband is having another person write on his cheeks with red magic marker.	Two people standing close together	0
A kid on the beach buried himself in sand with only his head exposed.	The boy is carrying a pail of ocean water.	0
A man doing a high toe touch is smiling.	A man is smiling while dancing.	1
A woman is serving a bowl of food in a room full of cooks.	A woman is getting her food tasted.	0
The man is on a piece of timber that is laying in the middle of a body of water.	There is no water	0
A young child rides a motorbike through the mud.	There is a young child surfing.	0
A guy and girl on rocks fishing in a body of water.	Two people are fishing.	0
A woman shows off a hand filled with rings in a mirror as another watches on.	This woman loves to show off her rings.	1
A woman in a red shirt looks very happy next to a man playing a guitar in a very futuristic setting while a camera records them both.	A woman in a light red shirt looks very happy.	0
A dog comes out of the water with a ball in his mouth.	DOG WALKS WITH A BALL IN ITS MOUTH	0
A man and woman standing next to each other in the snow by a lake.	A couple is sitting in the snow.	0
A man and a woman are holding each other in the green grass while smiling.	A couple are standing up on the grass.	1
A young boy jumping into the pool wearing goggles.	A young girl jumping into the pool wearing goggles	0
A ballet dancer wearing a blue tutu doing the splits, mid-leap.	A dancer doing a grand jete.	1
A man in shorts lies uncomfortably on a door stoop.	The homeless man sleeps on the stoop.	1
A man in the backseat of a moving car is playing a guitar.	The man is strumming his acoustic instrument.	1
A Spanish guy on horseback standing on dirt road with a bunch of trees in the background.	The man is leading the horse.	1
A man wearing a horned hat poses for a picture.	A man wearing a horned hat is unwittingly photographed	1
A man in a black winter jacket and red shirt stands over a snowy slope with the mountains as his background.	A man in climbing gear hikes up the mountain.	1
Four men are sitting in red chairs.	The men chose red chairs because they look romantic.	0
A man in a white shirt pushing a concession stand around.	A man sells food.	1
A man is reading a newspaper in a car dealership.	A man is reading a magazine at the hospital.	0
A construction vehicle has an orange hose down through a manhole.	There are men holding the hose.	1
A girl in a blue sweater sits on a person's shoulders and carries a pinwheel.	A girl enjoying with a topy on a person's shoulders	1
The back of a train worker in an orange vest and jeans at the Kilburn station platform.	A train worker in his element.	0
Men in suits and military uniforms looks on as two men shake hands.	There are men in suits	0
People walking through the underpass of a bridge.	People walk down the underpass.	1
A sleeping toddler has toppled out of his crib.	a baby in crib	1
A man working with fire while others look on.	A group of people watching a man work with fire.	0
A surfer wearing a red shirt takes on a huge blue wave.	Surfer on beach watching waves.	1
A police officer is talking to several men on a busy city street.	cop talks to people	0
Several people are gathered by some statues.	The people mingled with the statues	0
A man wearing glasses sitting down on a street with a typewriter in front of him.	A man wearing glasses sitting down is sitting on a typewriter	1
An African American Male with a black top with the sleeves rolled up holding a white cup with his right hand.	An African American man is skydiving	0
An elderly woman wearing a skirt is picking out vegetables at a local market.	This woman is at an outdoor farmer's market.	1
A tattooed woman plays the guitar and sings while her band stands in the back.	A woman is trying to get a recored deal, while singing and playing guitar.	0
A group of boy scouts standing on stage.	Boy scouts wait to receive medals.	0
People in uniforms are acting out a historical event using a canon in front of a large older building.	The people enjoy acting out scenes from history.	1
A man wearing a yellow shirt and black apron is standing in front of an information booth with some newspapers.	A man is standing near some newspapers.	0
A younger woman and older man are running on treadmills next to each other.	The runners are wearing headbands.	0
A woman in a black two piece bathing costume is playing on a giant teeter totter.	A woman is wearing a costume outside	1
A little blond girl is running near a little blond boy.	Two children are running.	1
Several men sit while banging on a bongo.	Several men are singing while playing the bongo.	1
A group of people with torches are standing outside at night.	the people are thieves	0
People walk on a wet sidewalk that has red bricks inlaid in it.	The people are happy that the rain has stopped.	1
A dark-haired man and a little boy use screwdrivers to work on screen door.	This is a father and son.	0
Woman competing in the long jump, photographed in midair.	Woman competing in the Olympic long jump, photographed in midair.	0
A woman in a black uniform is pushing a bright yellow mop bucket down a hallway.	The woman in black pushed the bucket.	0
A musician wearing a leather harness playing a musical instrument at a concert.	A musician playing at a birthday party.	0
A child peeks over a large shipping box.	The child is playing hide and seek.	1
Group of people mining for ore.	A man in a mineshaft.	1
2 people at or near small barricade in middle of street, other people nearby, crowd in the distance.	The street is crowded.	1
